"";"ATIVO";"VALOR";"DATA"
"453";"ALUP11";-2,4802705749718;2014-06-04
"454";"ALUP11";1,83696900114809;2014-06-04
"455";"ALUP11";-1,52628603730921;2014-06-04
"456";"TAEE11";-1,93740685543965;2014-06-04
"457";"TAEE11";0,149253731343268;2014-06-04
"458";"TAEE11";1,82370820668694;2014-06-04
"459";"TAEE11";0,560366785532351;2014-06-04
"460";"TAEE11";-1,30718954248367;2014-06-04
"461";"GRND3";0,224592925322864;2014-06-04
"462";"GRND3";-1,00055586436909;2014-06-04
"463";"GRND3";1,46644106034968;2014-06-04
"464";"GRND3";0,624290578887621;2014-06-04
"465";"GRND3";-1,8384401114206;2014-06-04
"466";"ITUB4";-1,40620854338021;2014-06-04
"467";"ITUB4";-2,66012396694215;2014-06-04
"468";"ITUB4";1,86792949223888;2014-06-04
"469";"ITUB4";0,982996811902215;2014-06-04
"470";"ITUB4";-0,686015831134557;2014-06-04
"471";"ETER3";-1,19760479041916;2014-06-04
"472";"ETER3";-1,47492625368733;2014-06-04
"473";"ETER3";1,49700598802396;2014-06-04
"474";"ETER3";7,05128205128205;2014-06-04
"475";"ETER3";-7,69230769230769;2014-06-04
"476";"ELET6";-1,77267987486965;2014-06-04
"477";"ELET6";-0,724637681159424;2014-06-04
"478";"ELET6";0,415800415800427;2014-06-04
"479";"ELET6";0;2014-06-04
"480";"ELET6";-3,8961038961039;2014-06-04
"481";"HGTX3";4,4776119402985;2014-06-04
"482";"HGTX3";1,90114068441065;2014-06-04
"483";"HGTX3";3,21821036106751;2014-06-04
"484";"HGTX3";-2,67379679144385;2014-06-04
"485";"HGTX3";-4,10256410256411;2014-06-04
"486";"VALE5";-0,53003533568905;2014-06-04
"487";"VALE5";-4,55311973018549;2014-06-04
"488";"VALE5";-0,503355704697983;2014-06-04
"489";"VALE5";-0,831946755407664;2014-06-04
"490";"VALE5";-2,64578833693304;2014-06-04
"491";"HBOR3";0;2014-06-04
"492";"HBOR3";-2,54545454545454;2014-06-04
"493";"HBOR3";-0,722021660649819;2014-06-04
"494";"HBOR3";1,09489051094889;2014-06-04
"495";"HBOR3";0;2014-06-04
"496";"ALUP11";-0,28441410693969;2014-06-05
"497";"ALUP11";1,61849710982658;2014-06-05
"498";"ALUP11";-2,4802705749718;2014-06-05
"499";"ALUP11";1,83696900114809;2014-06-05
"500";"ALUP11";-1,52628603730921;2014-06-05
"501";"TAEE11";-1,93740685543965;2014-06-05
"502";"TAEE11";0,149253731343268;2014-06-05
"503";"TAEE11";1,82370820668694;2014-06-05
"504";"TAEE11";0,560366785532351;2014-06-05
"505";"TAEE11";-1,30718954248367;2014-06-05
"506";"GRND3";0,224592925322864;2014-06-05
"507";"GRND3";-1,00055586436909;2014-06-05
"508";"GRND3";1,46644106034968;2014-06-05
"509";"GRND3";0,624290578887621;2014-06-05
"510";"GRND3";-1,8384401114206;2014-06-05
"511";"ITUB4";-1,40620854338021;2014-06-05
"512";"ITUB4";-2,66012396694215;2014-06-05
"513";"ITUB4";1,86792949223888;2014-06-05
"514";"ITUB4";0,982996811902215;2014-06-05
"515";"ITUB4";-0,686015831134557;2014-06-05
"516";"ETER3";-1,19760479041916;2014-06-05
"517";"ETER3";-1,47492625368733;2014-06-05
"518";"ETER3";1,49700598802396;2014-06-05
"519";"ETER3";7,05128205128205;2014-06-05
"520";"ETER3";-7,69230769230769;2014-06-05
"521";"ELET6";-1,77267987486965;2014-06-05
"522";"ELET6";-0,724637681159424;2014-06-05
"523";"ELET6";0,415800415800427;2014-06-05
"524";"ELET6";0;2014-06-05
"525";"ELET6";-3,8961038961039;2014-06-05
"526";"HGTX3";4,4776119402985;2014-06-05
"527";"HGTX3";1,90114068441065;2014-06-05
"528";"HGTX3";3,21821036106751;2014-06-05
"529";"HGTX3";-2,67379679144385;2014-06-05
"530";"HGTX3";-4,10256410256411;2014-06-05
"531";"VALE5";-0,53003533568905;2014-06-05
"532";"VALE5";-4,55311973018549;2014-06-05
"533";"VALE5";-0,503355704697983;2014-06-05
"534";"VALE5";-0,831946755407664;2014-06-05
"535";"VALE5";-2,64578833693304;2014-06-05
"536";"HBOR3";0;2014-06-05
"537";"HBOR3";-2,54545454545454;2014-06-05
"538";"HBOR3";-0,722021660649819;2014-06-05
"539";"HBOR3";1,09489051094889;2014-06-05
"540";"HBOR3";0;2014-06-05
"541";"ALUP11";-0,28441410693969;2014-06-06
"542";"ALUP11";1,61849710982658;2014-06-06
"543";"ALUP11";-2,4802705749718;2014-06-06
"544";"ALUP11";1,83696900114809;2014-06-06
"545";"ALUP11";-1,52628603730921;2014-06-06
"546";"TAEE11";-1,93740685543965;2014-06-06
"547";"TAEE11";0,149253731343268;2014-06-06
"548";"TAEE11";1,82370820668694;2014-06-06
"549";"TAEE11";0,560366785532351;2014-06-06
"550";"TAEE11";-1,30718954248367;2014-06-06
"551";"GRND3";0,224592925322864;2014-06-06
"552";"GRND3";-1,00055586436909;2014-06-06
"553";"GRND3";1,46644106034968;2014-06-06
"554";"GRND3";0,624290578887621;2014-06-06
"555";"GRND3";-1,8384401114206;2014-06-06
"556";"ITUB4";-1,40620854338021;2014-06-06
"557";"ITUB4";-2,66012396694215;2014-06-06
"558";"ITUB4";1,86792949223888;2014-06-06
"559";"ITUB4";0,982996811902215;2014-06-06
"560";"ITUB4";-0,686015831134557;2014-06-06
"561";"ETER3";-1,19760479041916;2014-06-06
